2968,9,4,2025-03-17 11:23:17.4120125,2025-03-17 11:23:49.5047816,,0
2969,8,1,2025-03-17 11:23:49.5105606,2025-03-17 11:24:40.8774715,0,0
2970,9,2,2025-03-17 11:24:40.8795287,2025-03-19 10:01:06.1806516,0,0
2971,35,1,2025-03-17 11:39:36.9364208,0001-01-01 00:00:00.0000000,0,0
2972,36,4,2025-03-17 11:39:36.9371955,2025-03-17 11:41:35.0919940,,0
2973,35,11,2025-03-17 11:41:35.0926565,2025-03-17 11:42:38.7225555,0,0
2974,36,1,2025-03-17 11:42:38.7239311,2025-03-17 11:43:12.1989695,0,0
2975,37,3,2025-03-17 11:43:12.1997081,0001-01-01 00:00:00.0000000,0,0
2976,36,1,2025-03-17 11:43:46.4871387,2025-03-17 12:07:59.5736916,0,0
2977,35,1,2025-03-17 12:01:30.2199373,0001-01-01 00:00:00.0000000,0,0
2978,36,1,2025-03-17 12:01:30.2213275,2025-03-17 12:05:11.7428029,,0
2979,37,3,2025-03-17 12:05:11.7438243,0001-01-01 00:00:00.0000000,0,0
2980,37,3,2025-03-17 12:07:59.5743875,0001-01-01 00:00:00.0000000,0,0
2981,36,1,2025-03-17 12:09:19.7339447,2025-03-17 12:11:23.1133071,0,0
2982,37,3,2025-03-17 12:11:23.1140406,0001-01-01 00:00:00.0000000,0,0
2983,35,1,2025-03-17 12:29:11.7990252,0001-01-01 00:00:00.0000000,0,0
2984,36,3,2025-03-17 12:29:11.7998104,0001-01-01 00:00:00.0000000,0,0
2985,32,1,2025-03-17 12:30:19.1982100,0001-01-01 00:00:00.0000000,0,0
2986,33,3,2025-03-17 12:30:19.1989726,0001-01-01 00:00:00.0000000,0,0
2987,32,1,2025-03-18 08:41:17.3410424,0001-01-01 00:00:00.0000000,0,0
2988,33,4,2025-03-18 08:41:17.3484386,2025-03-18 09:25:34.5891247,,0
2989,8,1,2025-03-18 08:41:38.4902167,0001-01-01 00:00:00.0000000,0,0
2990,9,3,2025-03-18 08:41:38.4909760,0001-01-01 00:00:00.0000000,0,0
2991,35,1,2025-03-18 08:43:16.5675941,0001-01-01 00:00:00.0000000,0,0
2992,36,4,2025-03-18 08:43:16.5687165,2025-03-18 12:36:03.0178187,,0
2993,35,1,2025-03-18 09:03:05.3528306,0001-01-01 00:00:00.0000000,0,0
2994,36,1,2025-03-18 09:03:05.3542576,2025-03-18 09:10:30.3260354,,0
2995,37,3,2025-03-18 09:10:30.3320060,0001-01-01 00:00:00.0000000,0,0
2996,32,11,2025-03-18 09:25:34.5931746,2025-03-18 11:00:19.9343737,0,0
2997,36,4,2025-03-18 09:32:59.7745858,2025-03-18 09:33:56.2481066,0,0
2998,35,11,2025-03-18 09:33:56.2488857,2025-03-18 09:39:29.4151356,0,0
2999,36,1,2025-03-18 09:39:29.4162546,2025-03-18 09:41:12.3968429,0,0
3000,37,3,2025-03-18 09:41:12.3979631,0001-01-01 00:00:00.0000000,0,0
3001,36,4,2025-03-18 09:41:31.5981430,2025-03-18 09:43:58.1400453,0,0
3002,35,11,2025-03-18 09:43:58.1409740,2025-03-18 09:44:36.7384770,0,0
3003,36,1,2025-03-18 09:44:36.7391575,2025-03-18 10:33:45.3108345,0,0
3004,37,2,2025-03-18 10:33:45.3119991,2025-03-18 10:34:07.7355876,0,0
3005,35,1,2025-03-18 10:58:08.4349283,0001-01-01 00:00:00.0000000,0,0
3006,36,4,2025-03-18 10:58:08.4355932,2025-03-18 12:55:17.8448118,,0
3007,33,1,2025-03-18 11:00:19.9351983,2025-03-18 11:00:57.6560532,0,0
3008,34,11,2025-03-18 11:00:57.6566876,2025-03-18 11:01:32.2470138,0,0
3009,2040,4,2025-03-18 11:01:32.2481897,2025-03-18 11:02:30.3850452,0,0
3010,32,11,2025-03-18 11:02:30.3856963,2025-03-18 11:11:51.1740234,0,0
3011,35,1,2025-03-18 11:06:19.9330715,0001-01-01 00:00:00.0000000,0,0
3012,36,4,2025-03-18 11:06:19.9337075,2025-03-18 11:06:52.5060648,,0
3013,35,11,2025-03-18 11:06:52.5073588,2025-03-18 11:07:32.7208161,0,0
3014,36,1,2025-03-18 11:07:32.7224863,2025-03-18 11:07:42.8085673,0,0
3015,37,3,2025-03-18 11:07:42.8100410,0001-01-01 00:00:00.0000000,0,0
3016,36,4,2025-03-18 11:08:04.8303760,2025-03-18 11:08:50.2289038,0,0
3017,35,11,2025-03-18 11:08:50.2296029,2025-03-18 11:09:19.0217081,0,0
3018,36,1,2025-03-18 11:09:19.0237797,2025-03-18 11:09:44.9856908,0,0
3019,37,2,2025-03-18 11:09:44.9866183,2025-03-18 11:10:16.1495118,0,0
3020,33,2,2025-03-18 11:11:51.1748308,2025-03-19 10:01:21.5441327,0,0
3021,36,8,2025-03-18 11:18:32.4677362,0001-01-01 00:00:00.0000000,,0
3022,32,1,2025-03-18 11:21:17.5865938,0001-01-01 00:00:00.0000000,0,0
3023,33,1,2025-03-18 11:21:17.5871299,2025-03-18 11:21:46.2074249,,0
3024,34,11,2025-03-18 11:21:46.2086881,2025-03-18 11:22:10.1717132,0,0
3025,2040,4,2025-03-18 11:22:10.1728332,2025-03-18 11:24:00.1033914,0,0
3026,32,11,2025-03-18 11:24:00.1044983,2025-03-18 11:25:43.7848262,0,0
3027,33,4,2025-03-18 11:25:43.7856369,2025-03-18 11:32:00.7891236,0,0
3028,32,11,2025-03-18 11:32:00.7902054,2025-03-18 11:35:11.4919626,0,0
3029,33,4,2025-03-18 11:35:11.4937620,2025-03-18 12:30:09.3546305,0,0
3030,32,11,2025-03-18 12:30:09.3563637,2025-03-18 13:11:21.6631306,0,0
3031,35,11,2025-03-18 12:36:03.0208270,2025-03-18 12:50:51.1340696,0,0
3032,36,3,2025-03-18 12:50:51.1351183,0001-01-01 00:00:00.0000000,0,0
3033,35,13,2025-03-18 12:55:17.8455991,0001-01-01 00:00:00.0000000,,0
3034,35,1,2025-03-18 12:57:48.8487752,0001-01-01 00:00:00.0000000,0,0
3035,36,4,2025-03-18 12:57:48.8501179,2025-03-18 12:59:24.7038693,,0
3036,35,11,2025-03-18 12:59:24.7047362,2025-03-18 13:00:01.6185737,0,0
3037,36,1,2025-03-18 13:00:01.6355943,2025-03-18 13:01:28.2461414,0,0
3038,37,3,2025-03-18 13:01:28.2467737,0001-01-01 00:00:00.0000000,0,0
3039,36,4,2025-03-18 13:02:03.2632366,2025-03-18 13:02:57.1662993,0,0
3040,35,11,2025-03-18 13:02:57.1675525,2025-03-18 13:03:53.3119381,0,0
3041,36,1,2025-03-18 13:03:53.3138225,2025-03-18 13:11:28.2538289,0,0
3042,32,1,2025-03-18 13:04:49.3430981,0001-01-01 00:00:00.0000000,0,0
3043,33,4,2025-03-18 13:04:49.3443368,2025-03-18 13:14:15.1036995,,0
3044,33,3,2025-03-18 13:11:21.6642782,0001-01-01 00:00:00.0000000,0,0
3045,37,3,2025-03-18 13:11:28.2549334,0001-01-01 00:00:00.0000000,0,0
3046,36,4,2025-03-18 13:13:38.3954696,2025-03-18 13:14:33.7337904,0,0
3047,32,11,2025-03-18 13:14:15.1044580,2025-03-18 13:15:08.2076936,0,0
3048,35,11,2025-03-18 13:14:33.7347051,2025-03-18 13:15:22.9572238,0,0
3049,33,4,2025-03-18 13:15:08.2097307,2025-03-18 13:15:39.7796803,0,0
3050,36,3,2025-03-18 13:15:22.9591731,0001-01-01 00:00:00.0000000,0,0
3051,32,11,2025-03-18 13:15:39.7812779,2025-03-18 13:16:26.0835245,0,0
3052,33,1,2025-03-18 13:16:26.0843609,2025-03-19 09:59:37.3913860,0,0
3053,32,1,2025-03-19 08:01:00.6094662,0001-01-01 00:00:00.0000000,0,0
3054,33,4,2025-03-19 08:01:00.6205179,2025-03-19 09:08:45.7300042,,0
3055,32,13,2025-03-19 09:08:45.7373628,0001-01-01 00:00:00.0000000,,0
3056,8,1,2025-03-19 09:13:03.3157606,0001-01-01 00:00:00.0000000,0,0
3057,9,2,2025-03-19 09:13:03.3171822,2025-03-19 10:00:32.7233333,,0
3058,32,1,2025-03-19 11:14:29.9844594,0001-01-01 00:00:00.0000000,0,0
3059,33,1,2025-03-19 11:14:29.9893057,2025-03-19 11:18:01.4006628,,0
3060,8,1,2025-03-19 11:15:09.5746812,0001-01-01 00:00:00.0000000,0,0
3061,9,3,2025-03-19 11:15:09.5767477,0001-01-01 00:00:00.0000000,0,0
3062,35,1,2025-03-19 11:15:45.3881419,0001-01-01 00:00:00.0000000,0,0
3063,36,3,2025-03-19 11:15:45.3892166,0001-01-01 00:00:00.0000000,0,0
3064,32,1,2025-03-19 11:19:30.0751906,0001-01-01 00:00:00.0000000,0,0
3065,33,2,2025-03-19 11:19:30.0773219,2025-03-26 07:49:15.9973987,,0
3066,8,1,2025-03-19 12:30:09.6367505,0001-01-01 00:00:00.0000000,0,0
3067,9,4,2025-03-19 12:30:09.6379842,2025-03-20 10:16:13.4069285,,0
3068,8,13,2025-03-20 10:16:13.4149842,0001-01-01 00:00:00.0000000,3,0
3069,32,1,2025-03-20 13:43:59.9520018,0001-01-01 00:00:00.0000000,0,0
3070,33,1,2025-03-20 13:43:59.9588462,2025-03-20 13:44:48.7238361,,0
3071,32,1,2025-03-23 08:45:55.2556697,0001-01-01 00:00:00.0000000,0,0
3072,33,4,2025-03-23 08:45:55.2607833,2025-03-23 08:47:25.2182992,,0
3073,32,13,2025-03-23 08:47:25.2231219,0001-01-01 00:00:00.0000000,,0
3074,8,1,2025-03-23 10:06:43.9043992,0001-01-01 00:00:00.0000000,0,0
3075,9,4,2025-03-23 10:06:43.9052406,2025-03-23 10:39:22.6227856,,0
3076,8,11,2025-03-23 10:39:22.6242543,2025-03-23 11:27:09.9729936,0,0
3077,9,1,2025-03-23 11:27:09.9927797,2025-03-23 11:30:02.9140721,0,0
3078,8,1,2025-03-23 12:08:24.0944110,0001-01-01 00:00:00.0000000,0,0
3079,9,4,2025-03-23 12:08:24.0952622,2025-03-23 12:10:39.4792878,,0
3080,8,11,2025-03-23 12:10:39.4800055,2025-03-23 12:24:20.3074851,0,0
3081,9,2,2025-03-23 12:24:20.3090104,2025-03-23 12:26:29.9232179,0,0
3082,8,1,2025-03-23 12:50:04.5809088,0001-01-01 00:00:00.0000000,0,0
3083,9,3,2025-03-23 12:50:04.5843868,0001-01-01 00:00:00.0000000,0,0
3084,8,1,2025-03-23 12:54:20.3198114,0001-01-01 00:00:00.0000000,0,0
3085,9,3,2025-03-23 12:54:20.3204191,0001-01-01 00:00:00.0000000,0,0
3086,8,1,2025-03-23 12:59:52.9419584,0001-01-01 00:00:00.0000000,0,0
3087,9,4,2025-03-23 12:59:52.9426810,2025-03-23 13:00:40.7617891,,0
3088,8,11,2025-03-23 13:00:40.7626828,2025-03-23 13:01:14.7339684,0,0
3089,9,1,2025-03-23 13:01:14.7347320,2025-03-23 13:01:43.1903830,0,0
3090,8,1,2025-03-24 07:07:37.6869273,0001-01-01 00:00:00.0000000,0,0
3091,9,4,2025-03-24 07:07:37.6953824,2025-03-24 08:19:12.9474694,,0
3092,8,13,2025-03-24 08:19:12.9529414,0001-01-01 00:00:00.0000000,3,0
3093,8,1,2025-03-24 08:23:21.2004219,0001-01-01 00:00:00.0000000,0,0
3094,9,4,2025-03-24 08:23:21.2014713,2025-03-24 08:39:41.5651165,,0
3095,8,11,2025-03-24 08:39:41.5668026,2025-03-24 09:22:24.9193756,0,0
3096,9,4,2025-03-24 09:22:24.9248131,2025-03-24 10:04:02.9091292,0,0
3097,32,1,2025-03-24 09:25:09.9412471,0001-01-01 00:00:00.0000000,0,0
3098,33,1,2025-03-24 09:25:09.9428069,2025-03-24 10:09:11.8706020,,0
3099,8,11,2025-03-24 10:04:02.9100026,2025-03-24 10:05:24.0371212,0,0
3100,9,3,2025-03-24 10:05:24.0379086,0001-01-01 00:00:00.0000000,0,0
3101,34,3,2025-03-24 10:09:11.8714887,0001-01-01 00:00:00.0000000,0,0
3102,35,1,2025-03-24 11:23:47.0677600,0001-01-01 00:00:00.0000000,0,0
3103,36,4,2025-03-24 11:23:47.0697736,2025-03-24 12:15:41.6263112,,0
3104,35,11,2025-03-24 12:15:41.6298752,2025-03-24 12:29:42.6743485,0,0
3105,36,1,2025-03-24 12:29:42.6791762,2025-03-25 08:17:49.9026302,0,0
3106,37,1,2025-03-25 08:17:49.9106123,2025-03-25 08:19:36.6693477,0,0
3107,36,4,2025-03-25 08:55:32.0165784,2025-03-25 08:58:39.3507313,0,0
3108,35,13,2025-03-25 08:58:39.3549477,0001-01-01 00:00:00.0000000,,0
3109,35,1,2025-03-25 09:14:55.8568887,0001-01-01 00:00:00.0000000,0,0
3110,36,4,2025-03-25 09:14:55.8600505,2025-03-25 09:15:41.6310068,,0
3111,35,11,2025-03-25 09:15:41.6317658,2025-03-25 09:17:32.7688499,0,0
3112,36,2,2025-03-25 09:17:32.7704977,2025-03-25 11:49:44.5175126,0,0
3113,35,1,2025-03-25 09:23:37.4999601,0001-01-01 00:00:00.0000000,0,0
3114,36,2,2025-03-25 09:23:37.5005879,2025-03-26 07:27:02.8546723,,0
3115,32,1,2025-03-25 09:37:56.0158157,0001-01-01 00:00:00.0000000,0,0
3116,33,1,2025-03-25 09:37:56.0165059,2025-03-25 09:38:07.4798439,,0
3117,35,1,2025-03-25 10:12:57.8095341,0001-01-01 00:00:00.0000000,0,0
3118,36,4,2025-03-25 10:12:57.8110475,2025-03-25 10:34:11.9799552,,0
3119,35,11,2025-03-25 10:34:11.9809040,2025-03-25 10:48:31.8167353,0,0
3120,36,1,2025-03-25 10:48:31.8196892,2025-03-25 10:55:31.8321902,0,0
3121,35,1,2025-03-25 10:51:08.4899529,0001-01-01 00:00:00.0000000,0,0
3122,36,4,2025-03-25 10:51:08.4905334,2025-03-25 11:35:18.5432156,,0
3123,37,3,2025-03-25 10:55:31.8331185,0001-01-01 00:00:00.0000000,0,0
3124,36,4,2025-03-25 10:56:23.6784818,2025-03-25 11:03:17.0886063,0,0
3125,35,11,2025-03-25 11:03:17.0892729,2025-03-25 11:04:16.3123133,0,0
3126,36,1,2025-03-25 11:04:16.3145271,2025-03-25 11:07:56.7163352,0,0
3127,37,2,2025-03-25 11:07:56.7175038,2025-03-25 11:08:56.2207517,0,0
3128,35,13,2025-03-25 11:35:18.5438231,0001-01-01 00:00:00.0000000,,0
3129,35,1,2025-03-25 11:37:34.8918897,0001-01-01 00:00:00.0000000,0,0
3130,36,4,2025-03-25 11:37:34.8924827,2025-03-25 11:38:34.0454787,,0
3131,35,11,2025-03-25 11:38:34.0478640,2025-03-25 11:39:08.5785042,0,0
3132,36,2,2025-03-25 11:39:08.5795540,2025-03-25 11:39:46.0175596,0,0
3133,35,1,2025-03-25 11:52:16.9589859,0001-01-01 00:00:00.0000000,0,0
3134,36,2,2025-03-25 11:52:16.9595516,2025-03-25 11:53:02.7683622,,0
3135,35,1,2025-03-25 11:55:52.4829895,0001-01-01 00:00:00.0000000,0,0
3136,36,2,2025-03-25 11:55:52.4838610,2025-03-25 11:57:26.4663326,,0
3137,35,1,2025-03-25 12:00:04.0931282,0001-01-01 00:00:00.0000000,0,0
3138,36,2,2025-03-25 12:00:04.1017074,2025-03-25 12:07:27.3606839,,0
3139,35,1,2025-03-25 12:17:57.2345273,0001-01-01 00:00:00.0000000,0,0
3140,36,4,2025-03-25 12:17:57.2351938,2025-03-25 12:19:09.1283478,,0
3141,35,11,2025-03-25 12:19:09.1291282,2025-03-25 12:20:00.4399371,0,0
3142,36,1,2025-03-25 12:20:00.4416257,2025-03-25 12:31:10.5109049,0,0
3143,37,1,2025-03-25 12:31:10.5118471,2025-03-25 12:36:10.4045041,0,0
3144,32,1,2025-03-25 13:06:39.9774274,0001-01-01 00:00:00.0000000,0,0
3145,33,4,2025-03-25 13:06:39.9784654,2025-03-25 13:08:40.1848788,,0
3146,32,11,2025-03-25 13:08:40.1856148,2025-03-25 13:10:49.5844894,0,0
3147,33,1,2025-03-25 13:10:49.5851860,2025-03-25 13:12:05.5938685,0,0
3148,34,11,2025-03-25 13:12:05.5948063,2025-03-25 13:13:26.5728364,0,0
3149,2040,4,2025-03-25 13:13:26.5739356,2025-03-25 13:16:20.7645051,0,0
3150,32,11,2025-03-25 13:16:20.7654247,2025-03-25 13:17:37.4660242,0,0
3151,33,4,2025-03-25 13:17:37.4666739,2025-03-25 15:49:34.8791023,0,0
3152,32,1,2025-03-25 13:29:20.4486434,0001-01-01 00:00:00.0000000,0,0
3153,33,1,2025-03-25 13:29:20.4500182,2025-03-25 13:29:48.1435991,,0
3154,34,11,2025-03-25 13:29:48.1448402,2025-03-25 13:30:19.1509754,0,0
3155,2040,4,2025-03-25 13:30:19.1524093,2025-03-25 13:35:59.1496578,0,0
3156,32,11,2025-03-25 13:35:59.1508649,2025-03-25 13:36:47.4563818,0,0
3157,33,2,2025-03-25 13:36:47.4573387,2025-03-25 13:38:03.4223693,0,0
3158,32,1,2025-03-25 13:40:45.1127065,0001-01-01 00:00:00.0000000,0,0
3159,33,4,2025-03-25 13:40:45.1136226,2025-03-25 13:42:45.1466953,,0
3160,32,11,2025-03-25 13:42:45.1486905,2025-03-25 13:43:33.5430143,0,0
3161,33,1,2025-03-25 13:43:33.5439864,2025-03-25 13:43:56.7230733,0,0
3162,34,11,2025-03-25 13:43:56.7238676,2025-03-25 13:44:35.0391317,0,0
3163,2040,4,2025-03-25 13:44:35.0404329,2025-03-25 13:45:24.4524935,0,0
3164,32,11,2025-03-25 13:45:24.4533307,2025-03-25 13:45:46.3548524,0,0
3165,33,1,2025-03-25 13:45:46.3554805,2025-03-25 13:46:55.4519616,0,0
3166,34,11,2025-03-25 13:46:55.4526973,2025-03-25 13:48:00.3861844,0,0
3167,2040,1,2025-03-25 13:48:00.3870934,2025-03-25 13:53:08.4141800,0,0
3168,32,1,2025-03-25 13:59:15.6010563,0001-01-01 00:00:00.0000000,0,0
3169,33,4,2025-03-25 13:59:15.6019932,2025-03-25 14:00:11.2709427,,0
3170,32,11,2025-03-25 14:00:11.2717841,2025-03-25 14:08:12.5568732,0,0
3171,33,1,2025-03-25 14:08:12.5580890,2025-03-25 14:51:21.3902632,0,0
3172,34,11,2025-03-25 14:51:21.3909323,2025-03-25 14:51:55.9909371,0,0
3173,2040,2,2025-03-25 14:51:55.9916386,2025-03-25 14:52:41.2595607,0,0
3174,32,13,2025-03-25 15:49:34.8860747,0001-01-01 00:00:00.0000000,,0
3175,35,1,2025-03-25 15:51:37.8086869,0001-01-01 00:00:00.0000000,0,0
3176,36,4,2025-03-25 15:51:37.8106472,2025-03-25 15:52:25.1679348,,0
3177,35,13,2025-03-25 15:52:25.1688283,0001-01-01 00:00:00.0000000,,0
3178,35,1,2025-03-25 21:54:04.0066932,0001-01-01 00:00:00.0000000,0,0
3179,36,3,2025-03-25 21:54:04.0192492,0001-01-01 00:00:00.0000000,0,0
3180,35,1,2025-03-25 22:01:08.9225549,0001-01-01 00:00:00.0000000,0,0
3181,36,3,2025-03-25 22:01:08.9233686,0001-01-01 00:00:00.0000000,0,0
3182,32,1,2025-03-25 22:02:30.9948197,0001-01-01 00:00:00.0000000,0,0
3183,33,3,2025-03-25 22:02:30.9954824,0001-01-01 00:00:00.0000000,0,0
3184,35,1,2025-03-25 22:06:58.9340956,0001-01-01 00:00:00.0000000,0,0
3185,36,3,2025-03-25 22:06:58.9346766,0001-01-01 00:00:00.0000000,0,0
3186,35,1,2025-03-25 22:14:27.5349992,0001-01-01 00:00:00.0000000,0,0
3187,36,3,2025-03-25 22:14:27.5406457,0001-01-01 00:00:00.0000000,0,0
3188,32,1,2025-03-25 22:43:20.4365640,0001-01-01 00:00:00.0000000,0,0
3189,33,3,2025-03-25 22:43:20.4375404,0001-01-01 00:00:00.0000000,0,0
3190,8,1,2025-03-25 22:46:56.6672011,0001-01-01 00:00:00.0000000,0,0
3191,9,3,2025-03-25 22:46:56.6677591,0001-01-01 00:00:00.0000000,0,0
3192,8,1,2025-03-26 06:57:39.1656692,0001-01-01 00:00:00.0000000,0,0
3193,9,3,2025-03-26 06:57:39.1722927,0001-01-01 00:00:00.0000000,0,0
3194,32,1,2025-03-26 07:05:55.6818456,0001-01-01 00:00:00.0000000,0,0
3195,33,4,2025-03-26 07:05:55.6829156,2025-03-26 07:08:10.4836736,,0
3196,32,11,2025-03-26 07:08:10.4919834,2025-03-26 07:09:33.4540856,0,0
3197,33,1,2025-03-26 07:09:33.4626053,2025-03-26 07:12:06.7833057,0,0
3198,34,11,2025-03-26 07:12:06.7843237,2025-03-26 07:27:30.9722045,0,0
3199,2040,2,2025-03-26 07:27:30.9730666,2025-03-26 07:29:10.9226192,0,0
3200,35,1,2025-03-26 07:33:45.7856300,0001-01-01 00:00:00.0000000,0,0
3201,36,4,2025-03-26 07:33:45.7869875,2025-03-26 07:35:58.7780163,,0
3202,35,11,2025-03-26 07:35:58.7793025,2025-03-26 07:36:40.8758871,0,0
3203,36,1,2025-03-26 07:36:40.8764972,2025-03-26 07:37:30.3412289,0,0
3204,37,3,2025-03-26 07:37:30.3419495,0001-01-01 00:00:00.0000000,0,0
3205,36,2,2025-03-26 07:39:18.7919019,2025-03-26 07:42:17.9005761,0,0
3206,35,1,2025-03-26 08:09:12.5633963,0001-01-01 00:00:00.0000000,0,0
3207,36,3,2025-03-26 08:09:12.5639523,0001-01-01 00:00:00.0000000,0,0
3208,32,1,2025-03-26 08:09:52.8175644,0001-01-01 00:00:00.0000000,0,0
3209,33,3,2025-03-26 08:09:52.8186482,0001-01-01 00:00:00.0000000,0,0
3210,32,1,2025-03-26 08:18:34.1449259,0001-01-01 00:00:00.0000000,0,0
3211,33,3,2025-03-26 08:18:34.1454978,0001-01-01 00:00:00.0000000,0,0
3212,32,1,2025-03-26 08:23:17.0651330,0001-01-01 00:00:00.0000000,0,0
3213,33,3,2025-03-26 08:23:17.0663583,0001-01-01 00:00:00.0000000,0,0
3214,32,1,2025-03-26 08:27:45.5735892,0001-01-01 00:00:00.0000000,0,0
3215,33,3,2025-03-26 08:27:45.5742998,0001-01-01 00:00:00.0000000,0,0
3216,32,1,2025-03-26 08:30:49.6988436,0001-01-01 00:00:00.0000000,0,0
3217,33,1,2025-03-26 08:30:49.6994679,2025-03-26 12:17:14.3578972,,0
3218,32,1,2025-03-26 08:32:25.3461292,0001-01-01 00:00:00.0000000,0,0
3219,33,2,2025-03-26 08:32:25.3468709,2025-03-26 08:53:13.5840963,,0
3220,32,1,2025-03-26 09:05:25.0880702,0001-01-01 00:00:00.0000000,0,0
3221,33,4,2025-03-26 09:05:25.0888843,2025-03-26 09:18:51.0964566,,0
3222,32,1,2025-03-26 09:17:41.8271833,0001-01-01 00:00:00.0000000,0,0
3223,33,1,2025-03-26 09:17:41.8278063,2025-03-26 09:18:06.7943461,,0
3224,32,13,2025-03-26 09:18:51.0991806,0001-01-01 00:00:00.0000000,,0
3225,32,1,2025-03-26 09:49:12.0339463,0001-01-01 00:00:00.0000000,0,0
3226,33,4,2025-03-26 09:49:12.0357170,2025-03-26 09:52:13.3808820,,0
3227,32,11,2025-03-26 09:52:13.3817908,2025-03-26 09:54:52.9647960,0,0
3228,33,4,2025-03-26 09:54:52.9680697,2025-03-26 09:55:33.8980913,0,0
3229,32,11,2025-03-26 09:55:33.8987195,2025-03-26 09:56:34.5977278,0,0
3230,33,4,2025-03-26 09:56:34.5984685,2025-03-26 09:59:04.2832291,0,0
3231,32,11,2025-03-26 09:59:04.2842928,2025-03-26 10:07:21.2685154,0,0
3232,8,1,2025-03-26 10:04:10.3702055,0001-01-01 00:00:00.0000000,0,0
3233,9,4,2025-03-26 10:04:10.3710377,2025-03-26 10:04:47.1597779,,0
3234,8,13,2025-03-26 10:04:47.1604600,0001-01-01 00:00:00.0000000,3,0
3235,33,3,2025-03-26 10:07:21.2692970,0001-01-01 00:00:00.0000000,0,0
3236,32,1,2025-03-26 10:08:30.5031908,0001-01-01 00:00:00.0000000,0,0
3237,33,3,2025-03-26 10:08:30.5037374,0001-01-01 00:00:00.0000000,0,0
3238,32,1,2025-03-26 10:11:14.8021720,0001-01-01 00:00:00.0000000,0,0
3239,33,3,2025-03-26 10:11:14.8030123,0001-01-01 00:00:00.0000000,0,0
3240,32,1,2025-03-26 10:27:26.2978758,0001-01-01 00:00:00.0000000,0,0
3241,33,3,2025-03-26 10:27:26.2987918,0001-01-01 00:00:00.0000000,0,0
3242,32,1,2025-03-26 12:17:44.5922225,0001-01-01 00:00:00.0000000,0,0
3243,33,4,2025-03-26 12:17:44.5953122,2025-03-26 12:21:30.9824637,,0
3244,32,1,2025-03-26 12:18:01.7856753,0001-01-01 00:00:00.0000000,0,0
3245,33,1,2025-03-26 12:18:01.7879895,2025-03-26 12:18:16.9883162,,0
3246,32,11,2025-03-26 12:21:30.9870326,2025-03-26 12:21:58.5549708,0,0
3247,33,4,2025-03-26 12:21:58.5576911,2025-03-27 13:17:39.8546572,0,0
