1628,9,1022,1,3114,2025-03-25 09:23:37.5007281,0,,,2,0,,0,,0,,A0054,6
1629,8,1022,1,3116,2025-03-25 09:37:56.0169548,0,,,1,0,,0,,0,,H0067,11
1630,9,1035,1,3127,2025-03-25 10:12:57.8110570,0,,,2,0,,0,,0,,A0055,6
1631,9,1037,0,3128,2025-03-25 10:51:08.4905372,0,,,,0,,0,,0,,A0056,6
1632,9,1035,1,3132,2025-03-25 11:37:34.8924862,0,,,2,0,,0,,0,,A0057,6
1633,9,1035,1,3134,2025-03-25 11:52:16.9595552,0,,,2,0,,0,,0,,A0058,6
1634,9,1035,1,3136,2025-03-25 11:55:52.4838654,0,,,2,0,,0,,0,,A0059,6
1635,9,1035,1,3138,2025-03-25 12:00:04.1017187,0,,,2,0,,0,,0,,A0060,6
1636,9,1035,1,3143,2025-03-25 12:17:57.2351988,0,,,1,0,,0,,0,,A0061,6
1637,8,1035,1,3174,2025-03-25 13:06:39.9784708,0,,,1,0,,0,,0,,H0068,11
1638,8,1035,1,3157,2025-03-25 13:29:20.4500281,0,,,2,0,,0,,0,,H0069,11
1639,8,1035,1,3167,2025-03-25 13:40:45.1136344,0,,,1,0,,0,,0,,H0070,11
1640,8,1035,1,3173,2025-03-25 13:59:15.6020088,0,,,2,0,,0,,0,,H0071,11
1641,9,1035,0,3177,2025-03-25 15:51:37.8106508,0,,,,0,,0,,0,,A0062,6
1642,9,1019,0,3179,2025-03-25 21:54:04.0197562,0,,,,0,,,,0,,A0063,6
1643,9,1087,0,3181,2025-03-25 22:01:08.9233724,0,,,,0,,,,0,,A0064,6
1644,8,1087,0,3183,2025-03-25 22:02:30.9954855,0,,,,0,,,,0,,H0072,11
1645,9,1087,0,3185,2025-03-25 22:06:58.9346810,0,,,,0,,,,0,,A0065,6
1646,9,1087,0,3187,2025-03-25 22:14:27.5408369,0,,,,0,,,,0,,A0066,6
1647,8,1087,0,3189,2025-03-25 22:43:20.4375445,0,,,,0,,,,0,,H0073,11
1648,4,1087,0,3191,2025-03-25 22:46:56.6677629,0,,,,0,,,,0,,V0059,4
1649,4,1035,0,3193,2025-03-26 06:57:39.1722986,0,,,,0,,,,0,,V0060,4
1650,8,1035,1,3199,2025-03-26 07:05:55.6829196,0,,,2,0,,0,,0,,H0074,11
1651,9,1035,1,3205,2025-03-26 07:33:45.7869930,0,,,2,0,,0,,0,,A0067,6
1652,9,1023,0,3207,2025-03-26 08:09:12.5639560,0,,,,0,,,,0,,A0068,6
1653,8,1023,0,3209,2025-03-26 08:09:52.8186539,0,,,,0,,,,0,,H0075,11
1654,8,1022,0,3211,2025-03-26 08:18:34.1455018,0,,,,0,,,,0,,H0076,11
1655,8,1022,0,3213,2025-03-26 08:23:17.0663647,0,,,,0,,,,0,,H0077,11
1656,8,1022,0,3215,2025-03-26 08:27:45.5743164,0,,,,0,,,,0,,H0078,11
1657,8,1022,1,3217,2025-03-26 08:30:49.6994762,0,,,1,0,,0,,0,,H0079,11
1658,8,1022,1,3219,2025-03-26 08:32:25.3468771,0,,,2,0,,0,,0,,H0080,11
1659,8,1022,0,3224,2025-03-26 09:05:25.0888897,0,,,,0,,0,,0,,H0081,11
1660,8,1022,1,3223,2025-03-26 09:17:41.8278103,0,,,1,0,,0,,0,,H0082,11
1661,8,1035,0,3235,2025-03-26 09:49:12.0357503,0,,,,0,,0,,0,,H0083,11
1662,4,1022,0,3234,2025-03-26 10:04:10.3710418,0,,,,0,,0,,0,,V0061,4
1663,8,1035,0,3237,2025-03-26 10:08:30.5037421,0,,,,0,,,,0,,H0084,11
1664,8,1035,0,3239,2025-03-26 10:11:14.8030183,0,,,,0,,,,0,,H0085,11
1665,8,1035,0,3241,2025-03-26 10:27:26.2987979,0,,,,0,,,,0,,H0086,11
1666,8,1022,0,3281,2025-03-26 12:17:44.5956494,0,,,,0,,0,,0,,H0087,11
1667,8,1022,1,3245,2025-03-26 12:18:01.7880056,0,,,1,0,,0,,0,,H0088,11
1668,8,1022,1,3249,2025-03-26 12:42:53.1138424,0,,,1,0,,0,,0,,H0089,11
1669,8,1022,0,3259,2025-03-26 12:43:22.3587428,0,,,,0,,0,,0,,H0090,11
1670,8,1022,1,3267,2025-03-26 12:49:00.0522357,0,,,2,0,,0,,0,,H0091,11
1671,8,1022,1,3257,2025-03-26 13:02:40.7708429,0,,,1,0,,0,,0,,H0092,11
1672,4,1019,0,3269,2025-03-27 08:51:46.3745339,0,,,,0,,,,0,,V0062,71
1673,8,1035,1,3271,2025-03-27 11:46:07.9214507,0,,,1,0,,0,,0,,H0093,11
1674,8,1035,1,3275,2025-03-27 11:48:54.1546739,0,,,1,0,,0,,0,,H0094,11
1675,8,1022,1,3277,2025-03-27 12:06:39.3587744,0,,,1,0,,0,,0,,H0095,11
1676,8,1022,0,3280,2025-03-27 12:06:57.9222545,0,,,,0,,0,,0,,H0096,11
1677,8,1035,1,3295,2025-04-02 08:21:00.6251083,0,,,1,0,,0,,0,,H0097,11
1678,9,1037,0,3290,2025-04-02 09:33:30.7482961,0,,,,0,,0,,0,,A0069,6
1679,9,1035,0,3289,2025-04-02 09:35:49.5590965,0,,,,0,,,,0,,A0070,6
1680,9,1035,0,3293,2025-04-02 09:58:54.6944880,0,,,,0,,0,,0,,A0071,6
1681,8,1035,1,3297,2025-04-02 10:17:13.1073197,0,,,1,0,,0,,0,,H0098,11
1682,8,1037,0,3300,2025-04-02 10:17:46.1878592,0,,,,0,,0,,0,,H0099,11
1683,8,1035,0,3302,2025-04-02 10:22:58.3558234,0,,,,0,,,,0,,H0100,11
1684,4,1035,0,3304,2025-04-02 12:45:49.8237638,0,,,,0,,,,0,,V0063,4
1685,4,1035,0,3341,2025-04-02 13:03:37.1151251,0,,,,0,,0,,0,,V0064,4
1686,8,1035,0,3314,2025-04-02 13:21:06.9042729,0,,,,0,,0,,0,,H0101,11
1687,8,1035,0,3326,2025-04-02 13:46:39.7838445,0,,,,0,,0,,0,,H0102,11
1688,9,1037,0,3320,2025-04-02 14:20:22.5227967,0,,,,0,,,,0,,A0072,6
1689,8,1037,0,3327,2025-04-02 14:21:30.7985598,0,,,,0,,0,,0,,H0103,11
1690,8,1035,0,3330,2025-04-02 14:54:09.5419659,0,,,,0,,0,,0,,H0104,11
1691,4,1035,1,3332,2025-04-03 09:17:37.1870270,0,,,1,0,,0,,0,,V0065,4
1692,4,1035,1,3334,2025-04-03 09:26:25.0590468,0,,,2,0,,0,,0,,V0066,4
1693,4,1035,1,3336,2025-04-03 09:29:44.2063398,0,,,1,0,,0,,0,,V0067,4
1694,4,1035,1,3340,2025-04-03 09:52:15.9267452,0,,,1,0,,0,,0,,V0068,4
1695,4,1035,1,3345,2025-04-03 10:20:33.9328673,0,,,2,0,,0,,0,,V0069,4
1696,8,1035,1,3347,2025-04-03 10:39:24.5278685,0,,,1,0,,0,,0,,H0105,11
1697,8,1035,1,3349,2025-04-03 10:45:06.9711546,0,,,1,0,,0,,0,,H0106,11
1698,8,1035,1,3351,2025-04-03 10:50:29.3956690,0,,,2,0,,0,,0,,H0107,11
1699,8,1035,1,3355,2025-04-03 10:55:07.0233791,0,,,1,0,,0,,0,,H0108,11
1700,8,1035,1,3361,2025-04-03 11:05:29.8415769,0,,,2,0,,0,,0,,H0109,11
1701,8,1035,1,3367,2025-04-03 11:46:21.4082871,0,,,2,0,,0,,0,,H0110,11
1702,8,1035,1,3375,2025-04-03 12:17:01.0988605,0,,,1,0,,0,,0,,H0111,11
1703,8,1035,1,3379,2025-04-03 13:02:48.0262494,0,,,2,0,,0,,0,,H0112,11
1704,8,1035,1,3387,2025-04-03 14:45:26.3346607,0,,,1,0,,0,,0,,H0113,11
1705,8,1035,1,3393,2025-04-03 15:12:38.8561892,0,,,2,0,,0,,0,,H0114,11
1706,4,1035,1,3397,2025-04-03 15:23:58.4709990,0,,,1,0,,0,,0,,V0070,4
1707,4,1035,1,3399,2025-04-03 15:34:57.5226992,0,,,2,0,,0,,0,,V0071,4
1708,4,1035,1,3405,2025-04-03 15:37:10.5146707,0,,,2,0,,0,,0,,V0072,4
1709,8,1022,1,3407,2025-04-06 08:19:46.6036089,0,,,1,0,,0,,0,,H0115,11
1710,8,1022,1,3421,2025-04-06 08:20:23.6223131,0,,,2,0,,0,,0,,H0116,11
1711,9,1035,1,3432,2025-04-06 09:32:57.7734748,0,,,1,0,,0,,0,,A0073,6
1712,9,1035,0,3441,2025-04-06 10:03:38.6134074,0,,,,0,,0,,0,,A0074,6
1713,8,1022,1,3423,2025-04-06 12:15:44.4013192,0,,,1,0,,0,,0,,H0117,11
1714,8,1022,0,3472,2025-04-06 12:16:30.3614286,0,,,,0,,0,,0,,H0118,11
1715,9,1035,1,3439,2025-04-06 13:51:34.7412490,0,,,2,0,,0,,0,,A0075,6
1716,9,1035,1,3443,2025-04-06 14:19:52.1418254,0,,,2,0,,0,,0,,A0076,6
1717,9,1035,0,3445,2025-04-06 14:24:54.1323261,0,,,,0,,,,0,,A0077,6
1718,4,1035,1,3449,2025-04-06 14:53:16.9870033,0,,,1,0,,0,,0,,V0073,4
1719,4,1035,1,3453,2025-04-06 15:21:55.3018107,0,,,2,0,,0,,0,,V0074,4
1720,8,1035,1,3461,2025-04-07 09:42:23.7213079,0,,,2,0,,0,,0,,H0119,11
1721,8,1061,0,3463,2025-04-08 04:09:21.5300324,0,,,,0,,,,0,,H0120,11
1722,4,1061,0,3465,2025-04-08 04:11:19.9670590,0,,,,0,,,,0,,V0075,4
1723,4,1061,0,3467,2025-04-08 04:12:31.4318426,0,,,,0,,,,0,,V0076,4
1724,9,1061,0,3469,2025-04-08 04:16:09.8899073,0,,,,0,,,,0,,A0078,6
1725,4,1037,0,3471,2025-04-08 09:31:54.6440650,0,,,,0,,,,0,,V0077,4
1726,4,1035,0,3474,2025-04-08 13:16:28.9787829,0,,,,0,,,,0,,V0078,4
1727,8,1019,0,3476,2025-04-08 15:30:44.7119145,0,,,,0,,,,0,,H0121,11
1728,9,1035,1,3488,2025-04-08 13:43:02.2722076,0,,,2,0,,0,,0,,A0079,6
1729,8,1019,1,3499,2025-04-08 13:52:16.5995192,0,,,2,0,,0,,0,,H0122,11
1730,9,1035,1,3494,2025-04-08 14:12:32.8771726,0,,,2,0,,0,,0,,A0080,6
1731,9,1035,1,3505,2025-04-08 14:20:12.4489760,0,,,1,0,,0,,0,,A0081,6
1732,9,1037,0,3502,2025-04-08 14:20:40.4951467,0,,,,0,,0,,0,,A0082,6
1733,9,1035,1,3511,2025-04-08 14:31:06.5266946,0,,,2,0,,0,,0,,A0083,6
1734,8,1022,1,3515,2025-04-09 08:45:49.1425734,0,,,2,0,,0,,0,,H0123,11
1735,8,1063,1,3527,2025-04-09 13:30:56.4636634,0,,,2,0,,0,,0,,H0077,11
1736,8,1019,0,3519,2025-04-09 11:31:50.4085423,0,,,,0,,,,0,,H0077,11
1737,8,1063,1,3526,2025-04-09 11:47:59.1988111,0,,,2,0,,0,,0,,H0077,11
1738,9,1063,0,3523,2025-04-09 11:49:51.4339450,0,,,,0,,,,0,,A0077,6
1739,4,1063,1,3525,2025-04-09 11:50:55.4993556,0,,,1,0,,0,,0,,V0077,4
1740,4,1063,1,3531,2025-04-09 12:00:26.3545658,0,,,2,0,,0,,0,,V0077,4
1741,8,1063,1,3534,2025-04-09 12:05:34.2594341,0,,,1,0,,0,,0,,H0077,11
1742,8,1063,1,3536,2025-04-09 12:09:43.8525055,0,,,2,0,,0,,0,,H0077,11
1743,9,1063,0,3538,2025-04-09 12:14:21.9837541,0,,,,0,,,,0,,A0077,6
1744,4,1063,1,3540,2025-04-09 12:16:40.9678636,0,,,1,0,,0,,0,,V0077,4
1745,4,1063,1,3542,2025-04-09 12:19:32.5957532,0,,,2,0,,0,,0,,V0077,4
1746,4,1063,1,3546,2025-04-09 12:22:04.9911850,0,,,2,0,,0,,0,,V0077,4
1747,8,1063,1,3548,2025-04-09 12:27:42.0325095,0,,,1,0,,0,,0,,H0077,11
1748,4,1063,1,3550,2025-04-09 12:30:34.5522524,0,,,2,0,,0,,0,,V0077,4
1749,8,1022,0,3552,2025-04-09 14:28:15.9892028,0,,,,0,,,,0,,H0077,11
1750,8,1022,0,3554,2025-04-09 14:29:40.5377907,0,,,,0,,,,0,,H0077,11
1751,8,1022,1,3562,2025-04-09 14:34:42.0530471,0,,,1,0,,0,,0,,H0077,11
1752,9,1022,0,3558,2025-04-09 14:41:09.6837485,0,,,,0,,,,0,,A0077,6
1753,8,1035,0,3565,2025-04-09 15:02:03.3145547,0,,,,0,,0,,0,,H0077,11
1754,8,1035,0,3570,2025-04-09 15:31:40.5106977,0,,,,0,,0,,0,,H0134,11
1755,8,1035,1,3594,2025-04-09 15:47:32.8729567,0,,,1,0,,0,,0,,H0135,11
1756,8,1035,1,3586,2025-04-09 16:11:22.3732121,0,,,2,0,,0,,0,,H0136,11
1757,4,1035,1,3598,2025-04-09 16:39:58.9146673,0,,,1,0,,0,,0,,V0085,4
1758,4,1035,1,3602,2025-04-09 16:45:30.6656536,0,,,1,0,,0,,0,,V0086,4
1759,4,1037,0,3604,2025-04-09 16:58:47.4919026,0,,,,0,,,,0,,V0087,4
1760,9,1035,0,3606,2025-04-09 17:01:31.4447574,0,,,,0,,,,0,,A0087,6
1761,9,1035,0,3608,2025-04-09 17:30:48.1260855,0,,,,0,,,,0,,A0088,6
1762,4,1063,1,3616,2025-04-09 17:45:16.6434399,0,,,1,0,,0,,0,,V0088,4
1763,8,1019,0,3623,2025-04-09 19:45:54.2122353,0,,,,0,,0,,0,,H0137,11
1764,4,1090,1,3620,2025-04-09 17:50:38.4134745,0,,,1,0,,0,,0,,V0089,4
1765,9,1035,1,3663,2025-04-09 18:02:18.1664035,0,,,2,0,,0,,0,,A0089,6
1766,8,1019,0,3627,2025-04-09 20:23:15.8379747,0,,,,0,,0,,0,,H0138,11
1767,8,1035,1,3635,2025-04-09 18:52:33.0527393,0,,,1,0,,0,,0,,H0139,11
1768,8,1035,1,3639,2025-04-09 19:11:26.3929287,0,,,2,0,,0,,0,,H0140,11
1769,8,1035,1,3641,2025-04-09 19:16:25.9243392,0,,,2,0,,0,,0,,H0141,11
1770,9,1035,1,3647,2025-04-09 19:20:10.4000166,0,,,2,0,,0,,0,,A0090,6
1771,9,1035,1,3656,2025-04-09 19:35:02.1012665,0,,,1,0,,0,,0,,A0091,6
1772,9,1035,1,3662,2025-04-09 19:43:31.4940384,0,,,2,0,,0,,0,,A0092,6
1773,4,1035,1,3667,2025-04-09 20:05:17.7436355,0,,,1,0,,0,,0,,V0090,4
1774,4,1035,1,3669,2025-04-09 20:11:57.4272512,0,,,2,0,,0,,0,,V0091,4
1775,9,1035,0,3671,2025-04-09 20:32:38.4416768,0,,,,0,,,,0,,A0093,6
1776,9,1035,0,3673,2025-04-09 20:33:36.5140067,0,,,,0,,,,0,,A0094,6
1777,9,1035,0,3675,2025-04-09 20:52:42.7094413,0,,,,0,,,,0,,A0095,6
1778,8,1022,0,3679,2025-04-09 22:12:01.3986902,0,,,,0,,0,,0,,H0142,11
1779,8,1035,0,3685,2025-04-10 08:34:38.8922591,0,,,,0,,0,,0,,H0143,11
1780,9,1035,0,3691,2025-04-10 08:43:42.9246189,0,,,,0,,0,,0,,A0096,6
1781,8,1022,0,3693,2025-04-10 08:54:08.7384856,0,,,,0,,,,0,,H0144,11
1782,4,1035,0,3695,2025-04-10 09:24:36.7411974,0,,,,0,,,,0,,V0092,4
1783,9,1022,0,3697,2025-04-10 09:45:05.9220705,0,,,,0,,,,0,,A0097,6
1784,8,1022,0,3699,2025-04-10 09:49:03.4723924,0,,,,0,,,,0,,H0145,11
1785,8,1035,1,3701,2025-04-10 10:10:11.0547358,0,,,1,0,,0,,0,,H0146,11
1786,8,1035,1,3705,2025-04-10 10:11:26.6579769,0,,,1,0,,0,,0,,H0147,11
1787,8,1035,0,3746,2025-04-10 12:06:46.5618622,0,,,,0,,0,,0,,H0148,11
1788,8,1037,0,3710,2025-04-10 13:02:00.1017889,0,,,,0,,,,0,,H0149,11
1789,9,1035,0,3712,2025-04-10 13:03:58.5526420,0,,,,0,,,,0,,A0098,6
1790,8,1035,0,3748,2025-04-10 13:30:05.2856286,0,,,,0,,0,,0,,H0150,11
1791,8,1035,1,3720,2025-04-10 14:09:03.5072381,0,,,1,0,,0,,0,,H0151,11
1792,8,1035,0,3722,2025-04-10 14:10:58.2752815,0,,,,0,,,,0,,H0152,11
1793,8,1037,0,3724,2025-04-10 14:22:51.6313323,0,,,,0,,,,0,,H0153,11
1794,8,1035,0,3728,2025-04-10 14:23:38.0918185,0,,,,0,,0,,0,,H0154,11
1795,9,1035,1,3734,2025-04-10 14:28:05.8464940,0,,,2,0,,0,,0,,A0099,6
1796,9,1035,1,3737,2025-04-10 14:34:29.6317948,0,,,2,0,,0,,0,,A0100,6
1797,9,1035,1,3739,2025-04-10 14:36:44.3734225,0,,,2,0,,0,,0,,A0101,6
1798,4,1035,0,3743,2025-04-10 15:02:23.7930288,0,,,,0,,0,,0,,V0093,4
1799,8,1022,0,3745,2025-04-10 15:57:54.5348349,0,,,,0,,,,0,,H0155,11
1800,8,1037,1,3750,2025-04-14 10:11:18.2133192,0,,,1,0,,0,,0,,H0156,11
1801,8,1035,0,3753,2025-04-14 10:24:04.6791441,0,,,,0,,0,,0,,H0157,11
1802,9,1037,0,3755,2025-04-14 11:12:09.1400332,0,,,,0,,,,0,,A0102,6
1803,4,1037,0,3757,2025-04-14 11:12:57.0803773,0,,,,0,,,,0,,V0094,4
1804,4,1022,0,3759,2025-04-14 12:18:10.5793649,0,,,,0,,,,0,,V0095,4
1805,4,1035,1,3763,2025-04-14 12:53:26.5215134,0,,,1,0,,0,,0,,V0096,4
1806,9,1035,0,3767,2025-04-14 13:27:03.2867180,0,,,,0,,0,,0,,A0103,6
1807,4,1037,0,3769,2025-04-15 08:49:57.3355694,0,,,,0,,,,0,,V0097,4
1808,8,1037,0,3771,2025-04-15 10:17:55.1074842,0,,,,0,,,,0,,H0158,11
1809,8,1037,0,3773,2025-04-15 10:19:11.6378062,0,,,,0,,,,0,,H0159,11
1810,8,1093,0,3775,2025-04-15 12:29:18.2706732,0,,,,0,,,,0,,H0160,11
1811,4,1093,0,3777,2025-04-15 12:31:34.3586171,0,,,,0,,,,0,,V0098,4
1812,9,1093,0,3779,2025-04-15 12:33:09.5799702,0,,,,0,,,,0,,A0104,6
