1039,1005,1004,0,0,0,0,1,LHLL,1020,2,5,0,0,3,,0,1039,0,
2038,,,0,0,0,0,1,دفع التكاليف,5,4,5,0,0,,,0,2038,0,Pay the Fees
2039,,,0,0,0,0,1,ss,2011,1,0,0,0,,,0,2039,0,
2040,,,0,0,0,0,1,مراجعة ايصال الدفع,8,4,2,2,0,,,1,2040,0,Review Payment Receipt
2051,,,0,0,0,0,1,إعتماد أو رفض الطلب,9,4,5,0,0,,,1,2041,0,Approve or Reject the Request
2052,,,0,0,0,0,1,قبول أو إرجاع الطلب,8,5,5,0,0,,,1,2042,0,Approve or Return the Request
2053,,,0,0,0,0,1,موافقة أو رفض الطلب,4,3,0,0,0,,,1,2043,0,Approve or Reject the Request
2054,,,0,0,0,0,1,تقديم الطلب ,2024,1,0,0,0,,,0,2044,0,Submit an Application
2055,,,0,0,0,0,1,مراجعة وقبول أو رفض الطلب,2024,2,0,0,0,,,0,2045,0,Review and Approve or Reject the Application 
2056,,,0,0,0,0,1,إشعار بالموافقة أو الرفض لبدء إضافة المقتنيات,2024,3,0,0,0,,,0,2046,0,Approval or Rejection Notice for Content Addition
2057,,,0,0,0,0,1,تقديم الطلب,2025,1,5,0,0,,,0,2047,0,Submit an Application
2058,,,0,0,0,0,1,مراجعة موظف الاستقبال ,2025,2,0,0,0,,,0,2048,0, Receptionist Review
2059,,,0,0,0,0,1,مراجعة وموافقة أو رفض مدير القسم,2025,3,0,0,0,,,0,2049,0,Head Department Review to Approve or Reject 
2060,,,0,0,0,0,1,تقديم طلب ,2026,1,5,0,0,,,0,2050,0,Submit an Application
2061,,,0,0,0,0,1,تعيين باحث داخلي,2026,2,0,0,0,,,0,2051,0,Assign an Internal Researcher 
2062,,,0,0,0,0,1,المراجعة والتأكيد  على الاستشارة البحثية عبر رئيس القسم,2026,4,0,0,0,,,0,2052,0,  Review and Confirm the Research Consultation by the Head of the Department
2063,,,0,0,0,0,1,الرد على الاستشارة البحثية عبر باحث داخلي ,2026,3,0,0,0,,,0,2053,0,An Internal Researcher Response to the consultation  
2064,,,0,0,0,0,1,اعتماد رد على استشارة بحثية,2026,5,0,0,0,,,0,2054,0,Approve the Research Consultation 
2065,,,0,0,0,0,1,تقديم طلب ,2028,1,5,0,0,,,0,2055,0,Submit an Application 
2066,,,0,0,0,0,1,مراجعة المخطوط,2028,2,2,0,0,,,0,2056,0,Manuscript Review
2067,,,0,0,0,0,1,اشعار مقدم الطلب بالموافقة أو الرفض,2028,3,5,0,0,,,0,2057,0,Applicant Notification of Approval or Rejection
2068,,,0,0,0,0,1,تقديم طلب إفادة عن أصالة وثائق، مخطوطات، مقتنيات,2027,1,5,0,0,,,0,2058,0,Submit a Request for Authentication of Documents, Manuscripts, or Artifacts
2069,,,0,0,0,0,1,تحديد موعد معاينة ,2027,2,5,0,0,,,0,2059,0,Requesting an Appointment for Authentication Inspection
2070,,,0,0,0,0,1,الموافقة على الطلب وتحديد التكلفة ,2027,3,5,0,0,,,0,2060,0,Request Approval, Fees Assessment 
