1022,1,1054,مخطوطه,ممممم,2025-01-07,0,,,,,1,4.00,6.00,5,6,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[1],,,.00,0,,0,14,0,
1023,1,1055,مخطوطه,ممممم,2025-01-01,1,,,,,1,4.00,6.00,5,10,ورق,1,,0001-01-01 00:00:00.0000000,20.00,,[1],,,.00,0,,0,14,0,
1024,1,1056,مخطوطه,ممممم,2025-01-01,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[1],,,.00,0,,0,14,0,
1025,1,1057,مخطوطه,ممممم,2025-01-15,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,30.00,,[1],,,.00,0,,0,14,0,
1026,1,1058,مخطوطه,ممممم,2025-01-01,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[1],,,.00,0,,0,14,0,
1027,1,1059,مخطوطه,ممممم,2025-01-08,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[1],,,.00,0,,0,14,0,
1028,1,1060,مخطوطه,ممممم,2025-01-06,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[2],,,.00,0,,0,14,0,
1029,1,1061,مخطوطه,ممممم,2025-01-01,0,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[1],,,.00,0,,0,14,0,
1030,1,1062,مخطوطه,ممممم,2025-01-08,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[2],,,.00,0,,0,14,0,
1031,1,1063,مخطوطه,ممممم,2025-01-02,0,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[2],,,.00,0,,0,14,0,
1032,1,1064,مخطوطه,ممممم,2025-01-08,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[2],,,.00,0,,0,14,0,2025-01-15 00:00:00.0000000
1033,1,1065,مخطوطه,ممممم,2025-07-09,0,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,10.00,,[],,,.00,0,,0,14,0,
1034,1,1066,مخطوطه,ممممم,2025-01-15,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,.00,,[2],,,.00,0,,0,14,0,2025-01-09 00:00:00.0000000
1035,1,1067,مخطوطه,ممممم,2025-01-08,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,.00,,[],,,.00,0,,0,14,0,
1036,1,1068,مخطوطه,ممممم,2025-01-08,0,,,,,1,4.00,6.00,5,10,ورق,0,مخطوطه متضرره,0001-01-01 00:00:00.0000000,.00,,[1],,,.00,0,,0,14,0,
1037,1,1069,مخطوطه,ممممم,2025-01-07,0,,,,,1,4.00,6.00,5,10,ورق,0,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1038,1,1070,مخطوطه,ممممم,2024-12-30,1,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1039,1,1071,مخطوطه,ممممم,2025-01-15,0,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,.00,,[],,,.00,0,,0,14,0,
1040,1,1072,مخطوطه,ممممم,2025-01-08,0,,,,,1,4.00,6.00,5,10,ورق,0,مخطوطه متضرره,0001-01-01 00:00:00.0000000,.00,,[1],,,.00,0,,0,14,0,
1041,1,1073,مخطوطه,ممممم,2025-01-08,0,,,,,1,4.00,6.00,5,10,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1042,1,1074,مخطوطه,ممممم,2025-01-16,0,,,,,1,4.00,6.00,5,10,ورق,0,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,2025-01-08 00:00:00.0000000
1043,1,1075,مخطوطه,ممممم,2025-01-15,0,,,,,1,4.00,6.00,5,10,ورق,0,مخطوطه متضرره,0001-01-01 00:00:00.0000000,.00,,[],,,.00,0,,0,14,0,
1044,1,1076,مخطوطه,ممممم,2025-01-16,1,,,,,1,4.00,6.00,5,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,2025-01-09 00:00:00.0000000
1045,1,1077,مخطوطه,ممممم,2025-01-08,0,,,,,1,4.00,6.00,5,0,,0,,0001-01-01 00:00:00.0000000,.00,,[],,,.00,0,,0,14,0,
1046,1,1078,مخطوطه,ممممم,0001-01-01,0,,,,,1,4.00,6.00,5,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,2025-01-16 00:00:00.0000000
1047,1,1079,مخطوطه,ممممم,0001-01-01,0,,,,,1,4.00,6.00,5,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
